protein1,protein2,label
P18408,Q04549,0
P0CX53,P41805,1
P0CD90,P39543,0
P53089,Q9URQ3,0
P52553,Q04493,1
P38120,P40046,0
P25299,Q8TGN6,0
P05745,P38701,1
P38271,P53873,0
A0A023PXL1,P0CY01,0
P40508,P53102,0
P36010,Q03362,0
P0CX97,Q12403,0
P40464,Q08240,0
P43619,Q12230,0
O13544,P25640,0
P04037,P08525,1
Q08994,Q12351,0
P0CX31,Q05775,1
P22434,P25350,0
P06773,Q12051,0
P40577,Q12154,0
A0A023PZE9,P40693,0
P38116,P47056,0
P38082,P53215,0
P43537,Q06159,0
P36133,Q12349,0
P0CX89,P38809,0
P05738,Q08004,1
P26448,Q08811,0
P29055,Q04947,0
Q12117,Q12395,0
O13543,P25303,0
P34245,P53100,0
P38293,P48589,0
P36157,Q12185,0
Q08681,Q99190,0
P43577,Q08004,0
P38340,Q08561,0
Q04341,Q6B0V8,0
P47184,P53277,0
P38143,Q08223,0
P25629,P47178,0
P33411,Q12434,0
A0A023PYJ7,P20084,0
P07274,P47163,0
P25359,P38801,1
A0A023PYF4,P04840,0
P38768,P40070,0
P33754,Q07551,0
Q04430,Q99345,0
P50947,Q08689,0
P47062,P53249,0
P53747,Q06252,0
P9WEJ3,Q07790,0
P15019,P32529,0
P23833,Q8TGN2,0
P0CF21,Q12284,0
Q03233,Q12366,0
P0CX35,Q03503,0
P21965,Q06651,0
Q03941,Q12497,0
P47094,P53718,0
P53263,Q08580,0
P40552,Q06469,0
P43624,P53062,0
O13555,P00424,0
P35176,P40476,0
P38068,P46947,0
P53292,Q02888,0
P0C5P0,P25369,0
P36069,Q05359,0
P05737,Q03941,0
P23724,P38200,0
P18496,P47146,0
P23369,Q02767,0
P25338,Q05789,0
P29478,P39971,0
P20052,P40956,0
P53884,Q3E824,0
P0C0W1,P53604,0
P02407,P53200,0
P28241,Q03178,0
P40531,P40892,0
Q03885,Q08734,0
P19211,P25587,0
P38771,Q12264,0
P21243,P38930,0
P38616,Q07988,0
E9PAD8,P15315,0
P36139,Q02256,0
P40565,Q06819,1
P00445,Q9P305,0
Q03904,Q04493,0
P07143,P38243,0
P0CD98,Q12032,0
P36089,Q12434,0
P15790,P53251,1
Q04674,Q6B0V8,0
P41816,P53250,0
P40018,Q02895,0
Q12004,Q12448,0
P53329,Q08931,0
P10659,P38829,0
P0CX94,P25614,0
P0CX35,P19881,0
P40314,P40553,0
P32388,P48510,0
P0C5L2,P40102,0
P28627,P35994,0
P10664,P32854,0
P06838,P40577,0
P53825,Q04019,0
P53251,Q03713,0
Q08746,Q12107,0
P32378,Q12042,0
A0A023PZJ3,Q03784,0
A0A023PZD5,Q6B0X1,0
P0CX44,P41733,0
P10962,P32570,0
O13530,P51402,0
P0CX50,P33328,0
P14063,P53881,1
P05738,Q07651,0
P53551,Q12012,0
Q05510,Q05900,0
P35735,P49775,0
P20081,Q12009,0
P02381,P47141,1
P38696,P40214,0
P00431,Q12012,0
P38961,P9WEJ3,0
P32602,Q06328,0
P0C5R9,P0CX13,0
P28321,Q03884,0
P40539,Q12079,0
P0CX38,P41940,0
P40076,Q04413,0
Q04658,Q06630,0
Q04401,Q08580,0
P53217,Q08955,0
P0CX30,P54964,0
P00128,P0CL39,0
P53864,Q3E7B2,0
P36087,Q07541,0
P38075,Q06328,0
P15731,P41808,0
P05748,Q06549,0
P36517,Q8TGR5,0
P28737,P38087,0
Q04806,Q06697,0
P35733,Q6B0V8,0
P35181,Q08498,0
P36077,Q12091,0
P46988,P51402,0
P53724,P53881,1
P0C2H8,P0CX40,1
P36149,P53860,0
Q04401,Q06510,0
P0CX79,P25638,0
P38782,Q05900,0
P0CX42,P26321,1
P39725,Q12159,0
P53899,Q08474,0
P36156,Q12421,0
P39983,Q06063,0
P39540,P49166,0
A0A023PZL7,Q8TGK8,0
P53177,Q08235,0
A0A023PXF2,P87267,0
P43542,P47091,0
P0CX82,P38189,0
P36065,P53161,0
P0CX26,Q04772,0
P36145,P39714,0
P51996,P53861,0
P0CX17,P38332,0
P53110,Q03673,0
P41816,Q04110,0
Q08560,Q12225,0
P46962,Q02771,0
A0A023PZA4,P32643,0
Q06522,Q12192,0
P0CX26,P0CX30,1
P07249,P47093,0
P40165,Q01519,0
P38988,Q12506,0
P25629,P29340,0
P0C2H9,P36058,0
P23797,Q06667,0
P20436,P54857,0
P00410,P25630,0
P41805,P53223,0
P38733,Q7LHD1,0
P47818,Q02890,0
P38239,P53267,0
P06633,Q03702,0
P10081,P25605,0
P38011,Q02888,0
Q12471,Q3E756,0
P53293,Q03151,0
P11747,Q04629,0
P35994,P38082,0
P36144,Q12147,0
P53211,Q12248,0
P47106,Q92328,0
P0CX51,P28791,0
Q04705,Q06162,0
A0A023PYD9,P00424,0
P39731,P48235,0
O13543,P00045,0
P38912,Q03362,0
P38886,P43588,1
P0CY01,P21771,0
P53269,P53750,0
P07273,P36145,1
P43538,Q08756,0
P10664,P39015,1
P38635,P47131,0
P34249,P53178,0
P39943,Q05016,0
P26786,Q08285,1
P35691,P38711,0
P38115,P53116,0
P04803,Q08218,0
P38325,P38342,0
P40093,Q12134,0
P42884,Q08954,0
P56628,Q12522,1
O13584,P23285,0
P53063,Q04432,0
P38877,P46784,0
P25584,P38865,0
P36167,P40990,0
P31787,P53688,0
P38855,P40207,0
P53604,Q05584,0
P38061,P39107,0
P53111,Q05533,0
P25515,P53230,0
P47152,Q08144,0
Q03102,Q06104,0
P32463,P52490,0
P21734,P38175,0
P35725,P36531,0
P38892,P40188,0
P39516,P40007,0
P53187,P87282,0
P36519,Q02204,1
P0CL36,P43623,0
P25378,Q12329,0
P0C5M9,Q02795,0
P0CX30,P40536,0
P36525,Q9P305,0
P50943,Q07505,0
P26798,P38234,0
Q03956,Q12225,0
A0A023PXM2,P53130,0
P47017,Q12354,0
P32805,Q05636,0
P38620,Q05530,0
P22943,Q08651,0
P38173,P38779,0
Q04689,Q06835,0
P39564,P43497,0
P38192,P38267,0
P06104,P39988,0
Q04307,Q12248,0
P53615,Q12036,0
P20436,Q12306,0
P38301,P39972,0
P42940,Q03787,0
P23060,P53888,0
Q07649,Q12346,0
Q06707,Q08746,0
P0CX24,P17076,1
P0C5L6,Q06177,0
P25335,Q12189,0
Q06551,Q8TGN2,0
A0A023PXF2,Q12345,0
P38200,P40500,0
Q03048,Q12106,0
P53854,Q04689,0
P38173,P53122,0
P25303,Q9ZZW2,0
O14467,P05744,1
A0A023PZE1,Q07560,0
Q02486,Q05874,0
P53103,P53113,0
Q12058,Q12191,0
P05986,P0CE11,0
P36127,P40102,0
Q06267,Q12117,0
P38711,P43575,0
P32495,P41808,0
P32332,Q08213,0
P38331,Q08741,0
P53284,Q6B0Y6,0
P38819,P53314,0
P47187,Q08969,0
P36031,P39988,0
P32345,P32904,0
P16658,Q07915,0
P18411,P36151,0
P37261,Q08230,0
P38806,P41546,0
O13579,P38804,0
P49166,Q9ZZW2,0
O13531,P53242,0
P49957,Q02753,0
P39721,Q07747,0
P53826,Q02659,0
A0ACB2N405,P53168,0
P07143,Q07923,0
P40022,P50947,0
A0A023PXJ7,P40083,0
P03871,P36155,0
P36531,Q02950,1
P32830,P48362,0
P35127,Q04629,0
P40003,P49017,0
P0C2H9,P38311,0
P27999,P53097,0
P25638,P39721,0
P28789,P53738,0
P39742,Q12000,0
P23639,P53012,0
P42836,Q08980,0
P48836,Q04438,0
P40101,Q6Q560,0
O94742,Q08723,1
P38902,Q06697,1
Q12339,Q8TGK8,0
Q06405,Q06580,0
Q03880,Q03884,0
P47063,Q92328,0
P38313,P38328,0
P47183,P53717,0
P05737,Q08580,0
P34249,P53110,0
P15496,P40519,0
P40567,Q12513,0
P00912,P04449,0
P11746,P17536,0
P40335,Q08214,0
P0CX35,P38805,0
Q03831,Q12400,0
P05739,P38220,0
A0A023PZI1,P46993,0
P47064,Q12359,0
P00427,Q12480,0
P48560,P53853,0
P53193,Q07915,0
Q02888,Q03337,0
P0CX17,Q12744,0
Q08176,Q12421,0
P32263,P40570,0
P30902,Q04493,0
P05744,P05749,1
A0A023PXF8,P07253,0
P31377,P53062,0
P43547,P52491,0
P05737,P0CF19,0
Q05530,Q9P305,0
P13393,P33308,1
P06168,P47022,0
P34232,Q03220,0
P39703,P53228,0
Q05015,Q06551,0
P15454,Q03233,0
P47120,P53215,0
P36014,P42941,0
P38063,Q08373,0
P53112,P53249,0
P36053,Q04031,0
P25350,P38194,0
P25606,P53837,0
P00331,Q03831,0
P25600,P35196,0
Q08873,Q3E834,0
P00546,Q12375,0
P14741,P39995,0
P0C5M3,P38624,0
P00128,P07143,1
P0C261,P35691,0
P05744,Q07540,0
P37303,P53889,0
P53825,Q07379,0
P53904,Q3E829,0
P87191,Q12368,0
P27654,P40506,0
P40169,Q08907,0
P0CX18,P25626,0
P36131,Q00246,0
P08456,Q12322,0
P38077,P39988,0
P04456,Q03246,0
P52919,P53103,0
P36087,Q06702,0
P05748,P53927,1
O13575,P40509,0
P40508,Q02608,0
P0CX30,Q08096,1
P0C2H7,P0CX42,0
A0A023PXL7,P53427,0
P03069,P25453,0
Q04033,Q08213,0
P00127,P32800,0
P28834,Q04430,0
P40526,P43557,0
P47155,Q12690,0
Q05521,Q08981,0
P46990,P53108,0
P53929,Q07930,0
P09064,Q3E743,0
P23500,Q06389,0
P39721,Q08144,0
P05740,P38803,1
P0C5S0,Q12365,0
P15454,Q05933,0
O13515,Q03864,0
P39111,Q08702,0
P43618,P53217,0
P00425,P38186,0
P25335,Q3E790,0
P36109,Q99188,0
P16658,Q04705,0
P85052,Q07362,0
P53849,Q04867,0
Q06676,Q8TGN9,0
P38061,P53321,0
Q03375,Q12165,0
P38224,P40488,0
P25443,Q02826,0
P32460,P45820,0
P36224,P38063,0
P0CX23,P46683,0
P00427,P32799,1
P54964,Q03818,0
P53288,Q03322,0
P38320,P38689,0
P38202,P40538,0
P41805,Q7LIF2,0
P32463,Q08272,0
A0A023PZD0,Q07872,0
P47016,P87287,0
P40552,Q99258,0
P40008,Q08747,0
P53934,P87263,0
A0A023PYD0,P42847,0
P53302,Q12471,0
P53132,P53964,0
P0CL42,P29589,0
P28321,P45978,0
P38715,Q12329,0
P12686,P38246,0
P32178,Q02606,0
P38633,P53071,0
P12687,P15315,0
P53826,P87267,0
P40958,P46991,0
P0CE91,P28320,0
P43624,P48015,0
P25337,Q12528,0
P39704,Q06346,0
P0C5B8,Q9ZZX9,0
P13902,P87273,0
O13511,P40577,0
P05319,Q12094,0
P40539,P53012,0
P38296,Q03362,0
Q06346,Q12431,0
P38284,Q04212,0
P39973,P40857,0
E9PAD8,P38326,0
O13541,P38269,0
P0CE96,Q06158,0
P39564,P47143,0
P35127,P47182,0
Q12330,Q12481,0
P40018,Q06651,0
P89495,Q12106,0
P25575,P46972,0
P22203,P33199,0
P0CX56,P38637,0
P40505,P47008,0
P0C2H9,P0C5E0,0
P38231,P53323,0
P53437,Q04659,0
P09938,P0CF22,0
P53108,Q05637,0
P40447,Q03290,0
P22804,Q06703,0
P15790,Q12481,1
P39975,P40097,0
O14464,P36516,1
A0A023PXC7,Q12382,0
P16523,P25650,0
P53204,Q00381,0
P42936,Q06813,0
P38184,Q8TGR5,0
P38986,P47124,0
P23369,P36519,1
P38201,Q02608,0
P0CX26,P23060,0
P03069,P53827,0
A0A023PZG4,P0CF16,0
P25369,Q04120,0
P39943,Q06346,0
P47976,Q12400,0
P43538,P53110,0
P0C0V8,P0CF35,0
P52868,Q99190,0
Q05881,Q08237,0
P14063,P53748,0
O13578,P47146,0
P07347,P40092,0
P28777,P48353,0
P36047,P38324,0
P38428,Q02159,1
P00447,Q02749,0
P10663,P23369,1
Q08920,Q12330,1
P39926,P40509,0
P53747,Q02209,0
P36031,P53176,0
O13516,P47038,0
A0A8D9UGU6,P06100,0
Q12438,Q3E795,0
P38313,Q06675,1
A0A023PXE5,P00447,0
P00425,P47078,0
P33122,Q02969,0
P40025,Q8TGN2,0
P45820,P53873,0
P36071,P38231,0
A0A023PYG5,P11076,0
P14540,Q06541,0
P10081,Q07790,0
P36068,Q08931,0
P07273,Q06146,0
A0A023PYJ7,Q12240,0
P21825,Q07989,0
P40538,Q12286,0
P0C074,Q03435,0
P05986,P87272,0
P38066,Q05359,0
P53152,Q08003,0
P25296,Q12471,0
P0CL28,Q03362,0
P38884,Q04338,0
P0CX94,Q04341,0
P36074,P40555,0
P0CX41,P40359,0
P42937,Q03796,0
Q04894,Q08906,0
P38231,P47175,0
P0C5E1,P33300,0
P32344,Q02799,0
A0A023PYC6,P53861,0
P38555,Q06213,0
P53077,Q03231,0
P38077,P40561,0
Q12365,Q3E7Y3,0
P53089,Q08096,0
P47143,P47976,0
P53227,P54999,0
P32803,P45820,0
P47065,P53060,0
Q03788,Q07551,0
P38260,P53066,0
A0A023PZG4,P53108,0
P47150,Q03201,1
Q03864,Q3E829,0
P32564,P53262,0
P18408,Q06090,0
O13578,Q08205,0
P07143,Q96VH1,0
P38837,Q06333,0
P28625,Q08172,0
A0A023PXQ4,A0A023PZI9,0
P0CH64,Q04004,0
Q08976,Q3E842,0
Q12416,Q12447,0
P43580,P53157,0
P36103,P53725,0
P47053,Q6Q572,0
P38202,Q07790,0
P47181,Q12454,0
O13514,Q08728,0
P34227,P9WEJ4,0
P53234,Q08533,0
P36516,Q06678,1
P38864,Q03673,0
P38195,Q01662,0
P53718,P53941,0
P40524,Q12380,0
P32607,Q12334,0
P39550,P47127,0
P32914,P33442,0
P53344,P89495,0
P11076,P40561,0
P53977,Q05776,0
P39939,Q02950,0
Q06703,Q08559,0
P38334,P38765,0
P43595,P53721,0
P36156,P38146,0
P06844,Q3E735,0
P53942,Q99260,0
Q04432,Q06417,0
A0A023PZD5,P25608,0
P32607,Q05905,0
P41546,P53162,0
P0C2H8,P25625,0
P39943,P53155,0
P22148,P35735,0
P31377,Q99341,0
P38749,P56628,0
P53871,Q07541,0
P42847,P53875,1
P25630,P29703,0
P38786,P40093,0
P13393,P25046,1
P38246,P53824,0
P13130,Q08873,0
P05740,P43586,1
P38182,P53225,0
P0C5E0,P35189,0
O13542,Q03161,0
Q06005,Q06522,0
P53146,P53290,0
P38282,Q05584,0
A0A023PXM2,P42949,0
Q00723,Q06819,1
Q02795,Q04203,0
P40045,P48015,0
P0CX82,Q3E747,0
P47007,P57743,0
P54837,Q08144,0
A0A023PYJ4,P38615,0
P0CX98,P53113,0
P05756,P39990,1
P48235,Q02969,0
P38812,P53913,0
P0CL28,Q6Q571,0
P0C2H6,Q12058,0
P38061,P40513,0
P47175,Q96VG6,0
P10080,P53225,0
P38878,P38985,0
A0A023PZF3,Q03406,0
P23369,P36516,1
P18562,P26783,0
P40515,P50861,0
P04456,Q01855,1
P10664,P33201,1
P32388,P40587,0
Q01589,Q05881,0
P36519,P53315,0
P0C0V8,P40493,0
P38878,Q04083,0
P53688,Q06819,0
P0CL28,P38300,0
P38726,Q03322,0
P0CX19,P40569,0
P32860,Q03446,0
P42883,P47180,0
P38146,P40963,0
P40582,Q03956,0
P21242,Q12210,0
P52492,Q03530,0
P32805,P53074,0
P20051,Q12461,0
P32626,P40023,0
P53299,Q04969,0
Q03723,Q2V2Q0,0
P25625,P42947,0
P0CX56,P36012,0
P05739,Q03783,0
P31379,Q03723,0
O13579,P50943,0
A0A023PXD3,Q07843,0
Q12746,Q3E772,0
P40896,Q8TGL4,0
P02407,Q08223,0
P48240,P50110,0
P32867,P34760,0
P05756,P19955,0
P12962,Q05776,0
P38122,Q05043,0
P53724,Q12307,0
P52871,Q08736,0
Q3E747,Q6B0R7,0
P25602,Q3E7A4,0
P53139,P53311,0
P32838,P40898,0
P22696,Q3E7Y3,0
P36015,Q3E827,0
P32643,P53600,0
P40471,Q08932,0
P07170,P0CY11,0
P33399,Q06592,0
P38725,P89495,0
P0CF20,P38913,0
P53269,Q03435,0
P36527,Q9P305,0
Q05043,Q06596,0
P36136,Q3E7A7,0
P25606,Q08651,0
P23202,Q03503,0
P00360,P40000,0
P39563,Q03788,0
A0A023PXD3,O13573,0
P40155,Q03713,0
Q05359,Q12672,0
A0A023PYK2,P23594,0
O94085,P34162,0
A0A023PXQ4,Q12155,0
P35735,Q3E7A4,0
P02407,P53162,0
P0CX32,P49626,1
P41816,Q12375,0
P20434,Q07560,0
P25630,P38331,0
P38701,P40515,0
P32860,P87282,0
P32419,P38161,0
P16547,P38723,0
P0C5R2,P53274,0
P40106,P40582,0
P28495,P38251,0
Q04477,Q04599,0
P40001,P43613,0
P38635,Q12160,0
O13549,P53053,0
P40058,P40496,0
P22353,P40544,0
P80667,Q12443,0
O13578,Q07988,0
Q12225,Q9ZZX9,0
P39938,P47119,0
P45976,Q12015,0
P00358,P36010,0
P10962,P53242,0
P38166,Q08110,0
P00044,P36109,0
P49954,Q12012,0
P38783,Q03201,1
P39742,Q6B0Y7,0
P53719,P54857,0
P18411,Q02872,0
A0A023PZE1,P33412,0
P0CX40,P14126,1
P0C2H7,Q08971,0
P40063,Q07418,0
P50091,Q02260,0
P38298,P87285,0
P39534,Q08906,0
P0CE88,P53053,0
P25565,P53069,0
P47058,P53829,0
P07257,Q3E7Y4,0
P39534,P53721,0
P43682,Q12032,0
Q02721,Q6B108,0
P0CX99,Q05863,0
P00360,Q02950,0
P40446,P53047,0
O13518,Q03778,0
P00410,Q99382,0
P25571,Q02799,0
Q03083,Q12174,0
P00854,P53053,0
P0C5L2,Q07988,0
P0C5R9,P41910,0
P32342,Q12010,0
P28320,P32453,0
P12962,Q12341,0
P00331,P56628,0
E9PAD8,P38302,0
P38912,Q12373,0
P47976,Q12289,0
P53063,Q02961,0
A0A023PYD9,P0CX53,0
P0CX82,P47019,1
P40572,Q06346,0
P0CG63,Q03067,1
P0CX48,P0CX55,1
Q03667,Q3E6R5,0
A0A023PZH1,P53252,0
P14843,P39983,0
P0CH63,P32464,0
O13576,P40042,0
P15700,P35127,0
A0A023PZG0,P38214,0
P32489,Q12445,0
O13577,P43542,0
P40509,Q06580,0
A0A023PZC7,Q03831,0
P00950,P40083,0
P03871,P32830,0
P38881,P40582,0
P0CX27,P28626,0
P38797,Q07649,0
P32471,P47063,0
P0CX79,P53204,0
P25601,P38320,0
P53896,Q06328,0
A0A023PZC3,P38868,0
P36153,Q12159,0
P01119,P43538,0
P38199,P39552,0
P40344,Q06636,0
P35189,Q12004,0
P10622,P53087,0
P36061,P38089,0
P04037,P0CX96,0
P40508,Q08728,0
P26783,P32643,0
P04912,Q03012,1
O13532,P28005,0
P47028,P47076,0
P22804,Q04432,0
P36047,Q04814,0
A0A023PYD3,P39990,0
P0CI67,P43545,0
Q03768,Q08909,0
P35735,Q12285,0
P35189,P47822,1
P38751,P40524,0
Q07930,Q12530,0
P38324,P46972,0
P32344,Q99393,0
P16550,Q02786,0
P04912,P06245,0
P53156,Q07438,0
P40579,Q05636,0
P38077,P52870,0
P0CX26,P40476,0
P47174,Q12079,0
P38733,Q04359,0
P05986,Q99316,0
O13515,P25593,0
Q07938,Q08214,0
O94742,P37263,0
P00854,Q12431,0
Q08419,Q3E7Z8,0
P47056,P54867,0
P40089,Q12297,0
P40858,P41805,0
P12686,Q04951,0
P38354,Q05776,0
P38209,P53071,0
E9PAD6,P53097,0
P47056,P47063,0
P46671,P53823,0
P31412,P40693,0
P36061,P46998,0
Q12379,Q99177,0
P25562,P38328,0
P14066,P40019,0
P05748,P32341,0
P39516,P53227,0
P05739,P53133,0
P40584,P43587,0
P87012,Q05776,0
P40000,Q12334,0
P02293,P53691,0
Q03083,Q08726,0
P25602,P26188,0
P53308,Q06991,0
P0C5R9,P23968,1
P38852,P43566,0
P38779,Q03429,0
P47020,Q3E776,0
P53717,Q03860,0
P13517,Q04307,0
P43598,Q06703,0
P27810,P53913,0
O94086,P43541,0
P23968,P36521,0
A0A023PXF2,P51402,0
P25296,P38191,0
P0CX48,P38792,1
P38304,P47183,0
P48560,Q04521,0
P0CY11,P49723,0
Q02598,Q06568,0
P41912,Q96VH2,0
Q8TGK7,Q99318,0
Q06252,Q06676,0
P33312,P54005,0
P53846,Q03530,0
P38173,Q03085,0
P35497,P53961,0
P47092,P53156,0
P12686,P38961,0
P38203,P53860,0
P40022,Q07532,0
P53826,P53902,0
P53271,Q04491,0
P40579,Q07880,0
P06197,P0CX52,0
P53152,Q12285,0
P40893,Q03673,0
P40014,Q07887,0
P0CX78,Q08245,0
P38792,P43540,0
P38991,Q05016,0
A0A023PXN3,Q03760,0
P17123,Q12346,0
Q08439,Q12346,0
O13515,Q12240,0
P00163,P36155,0
P40084,Q92316,0
P53841,Q06159,0
P30656,P38616,0
P36160,P47019,1
P25344,P40003,0
A0A023PYJ0,Q06676,0
P25562,P48836,0
Q06697,Q08110,0
P53343,Q8TGN2,0
P43534,P53896,0
P40052,Q9ZZX0,0
P40962,P43544,0
Q01855,Q02608,1
P0C2H6,P38701,1
P05318,P0C2H8,1
P38962,Q07532,0
Q02651,Q07555,0
P0C5R2,P32911,0
P0CF36,P38202,0
P38233,P40858,0
P33330,Q02046,0
Q03796,Q03888,0
P25046,Q08278,1
P17122,P25656,0
A0A023PXJ7,P25043,0
P32339,P38428,0
P39547,Q12084,0
P43321,Q08920,1
P38804,Q12240,0
Q01589,Q12117,0
P57744,P87262,0
P53199,Q12517,0
P25629,Q08096,0
P14359,Q06109,0
P38808,Q03935,0
P40166,P53143,0
A0A023PZJ9,P39541,0
P33759,Q04066,0
P0C2H8,Q08962,1
P47016,Q08747,0
P0CG63,Q12012,0
P40079,P87266,0
P25385,P53221,0
P25334,Q02969,0
P32628,P38555,0
P0CX47,P53230,0
Q08419,Q08903,0
P10834,P41834,0
P52553,P53854,0
A0A023PXI8,Q12329,0
P05748,P14120,1
P39707,Q08749,0
P16892,Q08756,0
Q03799,Q06551,0
P38784,P40062,0
Q02770,Q03375,1
P0CX44,Q8TGK5,0
P05756,Q03976,1
A0A023PZ94,P24280,0
P50945,Q02767,0
Q02205,Q99325,0
A0A023PXD3,P32897,0
Q02784,Q12525,0
P0CX38,P23248,1
P47076,Q06810,0
P32630,Q08235,0
P36169,Q12240,0
P40556,Q03201,0
P89495,Q12143,0
P0C0T4,Q08931,0
P87270,Q12370,0
P38833,P53249,0
P53216,Q07989,0
P0CD90,P53336,0
P29055,P34730,0
P05756,P25586,1
P53825,Q07921,0
P27680,P32914,0
O14464,P38306,0
P53223,Q07649,0
P38334,Q03702,0
A0A023PZE8,O13583,0
Q05933,Q8TGM6,0
P39988,Q08991,0
P20081,Q07938,0
P0C2H6,P0CX27,1
P40019,P40530,0
P25366,Q04867,0
P38305,P42947,0
P53337,Q08634,0
P38296,Q07438,0
P50087,Q08686,0
P10962,P47822,0
P00445,P32598,0
P53045,Q3E842,0
Q03525,Q9ZZX0,0
P05745,Q12036,0
P53240,Q04431,0
P53186,Q06592,0
P38184,Q07505,0
P23797,P38224,0
P25650,P53275,0
E2QC18,P0C5E1,0
P36121,Q04066,0
P38334,P48240,0
P04803,Q03083,0
P00163,P26754,0
P10863,Q03673,0
P43546,Q08621,0
P23369,P48412,0
P40165,P52919,0
P0CF35,P39548,0
P25344,Q8TGU2,0
P0CX16,P37265,0
P40576,Q02732,0
P0CX35,P53060,0
P36094,Q08745,0
P33303,Q08749,0
P43615,P53908,0
P0CX39,P60010,0
P34247,Q05510,0
P36078,P53288,0
A0A023PXE8,P0CX85,0
P20436,Q06177,0
P06633,Q01684,0
P43537,Q12351,0
O13529,P37264,0
P08067,P38869,0
O13565,P53176,0
P36527,Q12163,0
P0CX93,Q07865,0
P26786,Q12375,0
P0CX94,P39721,0
P25586,P47180,0
P47059,Q03723,0
P40545,P40581,0
P28834,P38328,0
P36163,P47062,0
P25652,P32939,0
P28626,P40963,0
P32787,Q99181,0
P19956,P38710,0
P17898,P53824,0
Q12274,Q12515,0
P25042,P38184,0
P0CX32,Q04329,0
P25369,P36517,0
P40479,P53221,0
P53344,Q99219,0
P0C0W1,Q05498,1
P28004,P30657,0
P35718,Q03081,0
P46965,Q04031,0
P32339,Q08417,0
P38702,Q04062,0
P36118,P40018,1
Q07913,Q08522,0
P40163,P89888,0
P23595,P38774,0
P38270,P42939,0
Q05775,Q12020,0
P36153,Q12253,0
P39974,Q06703,0
O13561,Q12167,0
P40348,Q12351,0
P0CL40,Q06406,0
P14682,P53279,0
P32351,P53750,0
P32939,P46671,0
A0A023PYC6,Q08926,0
P40476,P40561,0
P25303,P53221,0
P32607,P38626,0
P25627,P36039,0
A0A023PYD0,P51996,0
P21771,P57744,0
P22108,P56628,0
P00045,P53167,0
P22936,P53903,0
P40004,Q03831,0
P21965,P53062,0
P0CE69,P38201,0
P38430,Q08872,0
O13533,Q07549,0
Q04751,Q07540,0
P39566,Q9URQ3,0
P40079,Q08916,0
P25344,Q03266,0
P38309,P38796,0
E9PAD6,P38175,0
Q12274,Q3E7Z8,0
P0CX50,P53334,0
Q02659,Q03067,0
P25332,P53219,0
P38184,Q03180,0
P32339,P36025,0
P40013,P53970,0
P50108,Q12155,0
P38175,Q04767,0
P53071,Q04401,0
P32612,P41818,0
O14467,Q08745,1
P40302,Q12144,0
P40858,Q04598,1
P18888,Q08920,1
P0CL39,P40156,0
P38824,Q04599,0
P21242,P36156,0
P38805,Q02753,1
P03069,P38327,0
P34087,P53065,0
P14306,Q02770,0
P46983,Q02046,0
P32860,Q03180,0
P15873,P38780,0
P40214,P53160,0
P06197,P36121,0
P53252,P53302,0
A0A023PZF5,P23724,0
P53828,Q06201,0
P53305,P81449,0
P38921,Q04902,0
A0A023PYI5,P40585,0
P53892,Q12008,0
P39971,Q08952,0
P21190,P53942,0
P16151,P21651,0
A0A023PXD3,P39983,0
P54999,Q12245,0
P38296,Q06063,0
P38958,P53717,0
P47094,Q07549,0
P40962,P69771,0
P03871,Q99210,0
P40214,Q12123,0
P17890,P47145,0
P12904,P40101,0
Q06287,Q12192,0
P05319,P0CX45,1
P40571,Q08756,0
P36059,P53103,0
P40567,P53222,0
P14682,Q07350,0
P32357,P39704,0
P40553,Q12352,0
O13523,P47036,0
O13532,P25350,0
P05748,P53899,0
P53921,Q06070,0
P41910,P53293,0
Q03935,Q08214,0
P87268,Q02774,0
P0CX17,P34251,0
P08431,P46670,0
Q03880,Q08270,0
P18898,P38637,0
P38555,P53275,0
A0A023PYF7,Q06504,0
O13543,P40326,0
P0CX32,Q12035,1
P00546,P40575,0
P39989,Q04608,0
P38223,Q08498,0
P14832,P47103,0
P48568,P87270,0
P43615,Q9ZZX9,0
P20459,Q04069,0
A0A023PZG4,P47058,0
P38251,Q03071,0
P22214,Q03322,1
P28834,P42941,0
P40366,Q03102,0
P38715,Q07418,0
O60200,P32378,0
P39559,P47038,0
P53329,Q00055,0
P53896,Q04226,0
P40478,P46671,0
Q03144,Q05015,0
P36118,Q06244,0
P38287,Q08959,0
P40185,P53928,0
P38230,P53928,0
P50623,Q01684,0
P53927,Q12253,0
Q06541,Q12241,0
P0C074,P40565,1
P40169,P41910,0
P46947,Q02260,1
P37265,P47062,0
P00812,Q12743,0
P40037,Q06188,0
P47183,Q04767,0
P25087,Q07880,0
P20133,P38868,0
P32529,Q12489,0
A0A023PZI1,P48362,0
P0CL42,P53317,0
P32943,Q07987,0
P38195,P47178,0
Q03885,Q12493,0
Q00246,Q12289,0
P38220,Q05568,0
A0A023PZF3,P38727,0
P29311,P47063,0
P38696,P53074,0
P04456,P25443,1
P40573,P47187,0
P00425,Q12079,0
P33204,Q12245,0
P25586,Q05777,0
P47022,P50112,0
P22804,P36104,0
I2HB70,P15646,0
O13587,Q12743,0
P31386,P38763,0
Q03981,Q8TGN2,0
P0CE89,Q03323,0
P28707,P37264,0
P40993,Q04069,0
P21965,P53093,0
P0CX43,P38171,0
P07250,Q6B0Y6,0
