protein1,protein2,experimental
YBR268W,YER050C,784
YBR268W,YLR439W,791
YBR268W,YDR175C,791
YBR268W,YNL185C,831
YBR268W,YCR003W,791
YBR268W,YCR071C,796
YBR268W,YML009C,791
YBR268W,YNL252C,791
YBR268W,YDR115W,791
YBR268W,YPL013C,791
YBR268W,YDR405W,791
YBR268W,YBR282W,791
YBR268W,YPL183W-A,791
YBR268W,YBR146W,791
YBR268W,YDL202W,871
YBR268W,YOR150W,719
YBR268W,YBL038W,739
YBR268W,YGL129C,791
YBR268W,YCR046C,791
YBR268W,YKL003C,791
YBR272C,YEL056W,706
YBR272C,YDR394W,721
YBR272C,YKL145W,960
YBR273C,YDL126C,718
YBR273C,YDR411C,734
YBR275C,YNL216W,960
YBR278W,YPR175W,940
YBR278W,YDR121W,973
YBR278W,YNL262W,968
YBR279W,YGL207W,842
YBR279W,YML069W,873
YBR279W,YML010W,886
YBR279W,YOL145C,990
YBR279W,YGL244W,992
YBR279W,YOR151C,841
YBR279W,YGL213C,753
YBR279W,YBR154C,723
YBR279W,YIL021W,817
YBR279W,YPR187W,770
YBR279W,YDR404C,770
YBR279W,YLR418C,972
YBR279W,YDL140C,883
YBR279W,YOR123C,949
YBR279W,YOR210W,799
YBR279W,YGR116W,817
YBR281C,YNL119W,734
YBR281C,YNL191W,734
YBR282W,YDR041W,956
YBR282W,YDR347W,820
YBR282W,YDR462W,964
YBR282W,YKL167C,793
YBR282W,YPR100W,964
YBR282W,YNL005C,964
YBR282W,YBR251W,964
YBR282W,YJL063C,964
YBR282W,YJL096W,830
YBR282W,YMR286W,964
YBR282W,YJR113C,915
YBR282W,YNL177C,964
YBR282W,YER050C,964
YBR282W,YKR085C,830
YBR282W,YHR147C,924
YBR282W,YMR193W,830
YBR282W,YBR122C,873
YBR282W,YGR076C,830
YBR282W,YHR059W,800
YBR282W,YBR268W,791
YBR282W,YLR439W,979
YBR282W,YIL093C,830
YBR282W,YNR036C,964
YBR282W,YCR003W,964
YBR282W,YCR071C,964
YBR282W,YML009C,964
YBR282W,YDR175C,964
YBR282W,YNL122C,800
YBR282W,YDR237W,830
YBR282W,YMR188C,923
YBR282W,YNL185C,825
YBR282W,YGR084C,800
YBR282W,YNR022C,800
YBR282W,YNL252C,964
YBR282W,YKR006C,800
YBR282W,YDR494W,800
YBR282W,YKL170W,835
YBR282W,YNL284C,985
YBR282W,YKL138C,808
YBR282W,YGR220C,964
YBR282W,YBL090W,830
YBR282W,YJR101W,830
YBR282W,YNL081C,835
YBR282W,YDR036C,912
YBR282W,YNL137C,830
YBR282W,YML025C,974
YBR282W,YDR296W,800
YBR282W,YDL045W-A,830
YBR282W,YGR165W,830
YBR282W,YDR115W,964
YBR282W,YPL013C,964
YBR282W,YDR405W,973
YBR282W,YHL004W,973
YBR282W,YDR337W,964
YBR282W,YBL038W,964
YBR282W,YGL129C,964
YBR282W,YPL118W,813
YBR282W,YPL183W-A,964
YBR282W,YBR146W,964
YBR282W,YPL173W,893
YBR282W,YDL202W,825
YBR282W,YDR322W,889
YBR282W,YEL050C,964
YBR282W,YOR158W,800
YBR282W,YNR037C,924
YBR282W,YOR150W,964
YBR282W,YPR166C,964
YBR282W,YKL003C,964
YBR282W,YMR024W,964
YBR282W,YMR158W,835
YBR282W,YCR046C,987
YBR282W,Q0140,800
YBR282W,YGR215W,933
YBR282W,YLR312W-A,800
YBR282W,YNL306W,956
YBR283C,YER087C-B,829
YBR283C,YBL027W,835
YBR283C,YJL189W,917
YBR283C,YDL075W,835
YBR283C,YDR086C,986
YBR283C,YER019C-A,982
YBR283C,YDL136W,936
YBR283C,YLR378C,734
YBR283C,YDR012W,830
YBR283C,YBR084C-A,835
YBR283C,YKL180W,835
YBR283C,YLR344W,935
YBR283C,YDL191W,936
YBR283C,YOL127W,921
YBR288C,YGR261C,972
YBR288C,YJL024C,857
YBR288C,YPL195W,975
YBR289W,YPR034W,946
YBR289W,YMR033W,935
YBR289W,YJL176C,977
YBR289W,YOR290C,977
YBR289W,YHL025W,963
YBR289W,YNL031C,810
YBR289W,YPL016W,968
YBR289W,YGR275W,859
YBR289W,YPL178W,716
YBR289W,YBR010W,891
YBR289W,YBR009C,893
YBR289W,YBL003C,909
YBR289W,YFL049W,966
YBR289W,YNR023W,974
YBR289W,YNL030W,818
YCL005W-A,YEL051W,800
YCL005W-A,YGR106C,800
YCL005W-A,YOR332W,800
YCL005W-A,YHR060W,800
YCL005W-A,YKL119C,800
YCL005W-A,YGR105W,860
YCL005W-A,YPR170W-B,900
YCL005W-A,YGR020C,800
YCL005W-A,YPR036W,800
YCL005W-A,YOR270C,972
YCL005W-A,YKL080W,800
YCL005W-A,YPL234C,800
YCL005W-A,YMR054W,972
YCL005W-A,YLR447C,800
YCL005W-A,YBR127C,800
YCL005W-A,YEL027W,900
YCL005W-A,YHR026W,800
YCL005W-A,YHR039C-A,800
YCL005W-A,YDL185W,734
YCL008C,YPL065W,991
YCL008C,YLL039C,970
YCL008C,YLR167W,969
YCL008C,YIL148W,936
YCL008C,YLR119W,969
YCL008C,YKR094C,914
YCL008C,YGR206W,969
YCL009C,YMR108W,971
YCL010C,YDR392W,837
YCL010C,YPL254W,719
YCL010C,YOL148C,704
YCL010C,YGR252W,823
YCL010C,YGL112C,701
YCL010C,YMR236W,800
YCL010C,YHR099W,724
YCL010C,YBR081C,773
YCL010C,YMR223W,845
YCL010C,YDR176W,850
YCL010C,YDR448W,812
YCL010C,YDR145W,802
YCL010C,YDR167W,711
YCL011C,YDR432W,743
YCL011C,YHR167W,704
YCL011C,YNL139C,716
YCL011C,YML062C,705
YCL011C,YPL178W,724
YCL016C,YMR078C,971
YCL016C,YNL262W,943
YCL016C,YHR191C,972
YCL017C,YPL135W,832
YCL017C,YER048W-A,905
YCL017C,YDL120W,847
YCL024W,YKR048C,734
YCL025C,YDR508C,734
YCL025C,YBR069C,734
YCL031C,YLR287C-A,800
YCL031C,YCL059C,941
YCL031C,YNL075W,933
YCL031C,YOR310C,933
YCL031C,YBL004W,933
YCL031C,YBR181C,923
YCL031C,YDR064W,950
YCL031C,YLR264W,896
YCL031C,YOR167C,896
YCL031C,YGR090W,972
YCL031C,YPL090C,896
YCL031C,YLR409C,957
YCL031C,YIL069C,897
YCL031C,YML026C,896
YCL031C,YNL232W,820
YCL031C,YJL050W,800
YCL031C,YPL126W,957
YCL031C,YLR441C,923
YCL031C,YGR027C,800
YCL031C,YGR095C,800
YCL031C,YPL081W,923
YCL031C,YKL156W,938
YCL031C,YGR145W,957
YCL031C,YHR148W,933
YCL031C,YDR449C,933
YCL031C,YLR129W,957
YCL031C,YBR048W,897
YCL031C,YDR450W,923
YCL031C,YML093W,951
YCL031C,YJL109C,957
YCL031C,YBR247C,957
YCL031C,YOL121C,923
YCL031C,YHR021C,891
YCL031C,YHR196W,971
YCL031C,YMR143W,896
YCL031C,YER074W,897
YCL031C,YOL010W,971
YCL031C,YPR144C,979
YCL031C,YIL019W,829
YCL031C,YLR197W,933
YCL031C,YHR069C,800
YCL031C,YLR051C,933
YCL031C,YDL083C,896
YCL031C,YDL148C,829
YCL031C,YOR096W,897
YCL031C,YJL069C,957
YCL031C,YCR031C,892
YCL031C,YPR132W,896
YCL031C,YOR001W,854
YCL031C,YEL026W,942
YCL031C,YMR229C,954
YCL031C,YLR167W,832
YCL031C,YHR081W,800
YCL031C,YBR031W,772
YCL031C,YDR324C,957
YCL031C,YMR128W,838
YCL031C,YDL153C,933
YCL031C,YNR024W,800
YCL031C,YJR123W,942
YCL031C,YNL132W,957
YCL031C,YGR128C,944
YCL031C,YJR145C,884
YCL031C,YDR299W,957
YCL031C,YER102W,896
YCL031C,YER127W,933
YCL031C,YJL190C,884
YCL031C,YOR078W,800
YCL031C,YDR339C,954
YCL031C,YGR195W,800
YCL031C,YDL014W,957
YCL031C,YLR186W,933
YCL031C,YGR158C,800
YCL031C,YMR093W,933
YCL031C,YKR060W,823
YCL031C,YPL217C,957
YCL031C,YER082C,957
YCL031C,YLR222C,957
YCL031C,YOL142W,800
YCL031C,YKL099C,933
YCL031C,YJL191W,892
YCL031C,YIL035C,734
YCL031C,YPR137W,957
YCL031C,YHR203C,884
YCL031C,YJR002W,933
YCL031C,YDR025W,897
YCL031C,YBL072C,896
YCL031C,YOL021C,800
YCL031C,YCR035C,800
YCL031C,YOR369C,875
YCL031C,YGL019W,734
YCL031C,YPL266W,832
YCL031C,YIL127C,800
YCL031C,YOR145C,923
YCL031C,YDL111C,800
YCL031C,YDR280W,800
YCL031C,YDR012W,772
YCL031C,YLL011W,933
YCL031C,YGR118W,896
YCL031C,YOR182C,800
YCL031C,YCR057C,957
YCL031C,YDR398W,933
YCL031C,YLR367W,884
YCL037C,YDR515W,734
YCL037C,YLR175W,713
YCL039W,YGL227W,976
YCL039W,YIL017C,738
YCL039W,YMR135C,929
YCL039W,YIL097W,727
YCL039W,YDR255C,739
YCL045C,YDR056C,961
YCL045C,YJL192C,900
YCL045C,YGL231C,980
YCL045C,YJR088C,984
YCL045C,YIL027C,943
YCL045C,YLL014W,939
YCL045C,YKL207W,986
YCL054W,YOR310C,754
YCL054W,YBR191W,819
YCL054W,YLR029C,915
YCL054W,YAL025C,898
YCL054W,YBL027W,909
YCL054W,YDR412W,928
YCL054W,YPL146C,946
YCL054W,YOR206W,906
YCL054W,YGL135W,800
YCL054W,YLR009W,949
YCL054W,YGL030W,917
YCL054W,YBL092W,869
YCL054W,YPL249C-A,831
YCL054W,YPL093W,906
YCL054W,YMR194W,915
YCL054W,YER117W,913
YCL054W,YJL189W,845
YCL054W,YHL033C,917
YCL054W,YIL052C,819
YCL054W,YDL075W,871
YCL054W,YOL077C,835
YCL054W,YPR043W,804
YCL054W,YOL120C,831
YCL054W,YOR063W,823
YCL054W,YGL076C,819
YCL054W,YBR031W,916
YCL054W,YKL006W,835
YCL054W,YKL009W,896
YCL054W,YLR185W,819
YCL054W,YIL018W,807
YCL054W,YHR052W,878
YCL054W,YDL136W,823
YCL054W,YHR010W,909
YCL054W,YGL111W,886
YCL054W,YOR312C,831
YCL054W,YLR061W,823
YCL054W,YML073C,832
YCL054W,YNL002C,858
YCL054W,YPL211W,830
YCL054W,YPL220W,800
YCL054W,YFL034C-A,823
YCL054W,YGR103W,935
YCL054W,YNL061W,949
YCL054W,YBR084C-A,909
YCL054W,YOR272W,835
YCL054W,YGL103W,823
YCL054W,YBL087C,913
YCL054W,YKL180W,820
YCL054W,YDL082W,823
YCL054W,YJR094W-A,804
YCL054W,YER006W,940
YCL054W,YIL133C,867
YCL054W,YER056C-A,909
YCL054W,YER002W,830
YCL054W,YGL147C,821
YCL054W,YMR049C,917
YCL054W,YNL110C,974
YCL054W,YHR088W,867
YCL054W,YMR242C,831
YCL054W,YLR002C,943
YCL054W,YLR344W,871
YCL054W,YDR087C,806
YCL054W,YER126C,897
YCL054W,YMR290C,916
YCL054W,YPL143W,823
YCL054W,YBL028C,830
YCL054W,YPR016C,954
YCL054W,YDL191W,823
YCL054W,YLR325C,823
YCL054W,YKL172W,918
YCL054W,YOL127W,950
YCL054W,YFR031C-A,807
YCL054W,YFL002C,945
YCL054W,YFR001W,944
YCL054W,YNL301C,831
YCL055W,YGL192W,820
YCL059C,YLR409C,957
YCL059C,YNR054C,734
YCL059C,YLR340W,734
YCL059C,YGR095C,825
YCL059C,YLR441C,942
YCL059C,YKL156W,920
YCL059C,YLR197W,957
YCL059C,YIL019W,932
YCL059C,YOL010W,941
YCL059C,YMR229C,952
YCL059C,YLR167W,855
YCL059C,YNL178W,734
YCL059C,YMR290C,742
YCL059C,YMR128W,734
YCL059C,YOR078W,944
YCL059C,YER127W,973
YCL059C,YGR128C,873
YCL059C,YGR158C,825
YCL059C,YDL014W,957
YCL059C,YPR137W,957
YCL059C,YLR222C,957
YCL059C,YJR002W,957
YCL059C,YDR025W,897
YCL059C,YNL224C,734
YCL059C,YDR280W,825
YCL059C,YDR064W,971
YCL059C,YPL090C,897
YCL059C,YOR167C,909
YCL059C,YPR102C,734
YCL059C,YJL050W,825
YCL059C,YBR048W,938
YCL059C,YML093W,957
YCL059C,YHR148W,979
YCL059C,YGR145W,957
YCL059C,YHR021C,957
YCL059C,YOR287C,734
YCL059C,YPR144C,957
YCL059C,YOR096W,971
YCL059C,YDL148C,954
YCL059C,YDL083C,912
YCL059C,YCR031C,942
YCL059C,YPR132W,899
YCL059C,YJR123W,986
YCL059C,YBR031W,774
YCL059C,YDR299W,957
YCL059C,YER082C,957
YCL059C,YOL142W,825
YCL059C,YOL021C,825
YCL059C,YIL127C,825
YCL059C,YDL111C,825
YCL059C,YGR118W,911
YCL059C,YLR264W,896
YCL059C,YBL004W,957
YCL059C,YLR287C-A,825
YCL059C,YGR090W,957
YCL059C,YDL208W,727
YCL059C,YDR450W,938
YCL059C,YLR129W,957
YCL059C,YPL081W,938
YCL059C,YMR143W,897
YCL059C,YHR196W,942
YCL059C,YJL109C,957
YCL059C,YHR069C,825
YCL059C,YER074W,910
YCL059C,YCL031C,941
YCL059C,YDL153C,957
YCL059C,YDR324C,957
YCL059C,YDR339C,965
YCL059C,YGR195W,825
YCL059C,YEL055C,734
YCL059C,YJL190C,933
YCL059C,YGR214W,742
YCL059C,YKR060W,951
YCL059C,YGR081C,734
YCL059C,YJL191W,927
YCL059C,YIL035C,734
YCL059C,YKL099C,957
YCL059C,YOR369C,898
YCL059C,YLR175W,721
YCL059C,YBL072C,971
YCL059C,YDR398W,953
YCL059C,YBR181C,938
YCL059C,YPL012W,740
YCL059C,YNL075W,951
YCL059C,YOR310C,977
YCL059C,YGL078C,705
YCL059C,YKL143W,734
YCL059C,YML026C,897
YCL059C,YIL069C,897
YCL059C,YPL126W,957
YCL059C,YNL232W,825
YCL059C,YNL308C,731
YCL059C,YDR449C,957
YCL059C,YBR247C,957
YCL059C,YLR051C,947
YCL059C,YEL026W,945
YCL059C,YJL069C,957
YCL059C,YOR004W,734
YCL059C,YER102W,897
YCL059C,YNL132W,957
YCL059C,YJR145C,891
YCL059C,YLR336C,734
YCL059C,YNL207W,734
YCL059C,YMR093W,957
YCL059C,YLR186W,957
YCL059C,YHR203C,969
YCL059C,YKL078W,734
YCL059C,YPL217C,957
YCL059C,YCR035C,860
YCL059C,YGL019W,734
YCL059C,YOR145C,935
YCL059C,YLR367W,898
YCL059C,YOR182C,800
YCL059C,YCR057C,957
YCL059C,YLL011W,957
YCL066W,YHR084W,734
YCL067C,YCR039C,900
YCL067C,YCR096C,900
YCL067C,YMR043W,960
YCL067C,YCR097W,960
YCR002C,YJR076C,756
YCR002C,YDL225W,756
YCR002C,YJR092W,732
YCR002C,YHR107C,759
YCR002C,YLR314C,766
YCR002C,YNL233W,732
YCR003W,YDR322W,962
YCR003W,YDL202W,825
YCR003W,YEL050C,957
YCR003W,YOR158W,800
YCR003W,YNR037C,830
YCR003W,YOR150W,962
YCR003W,YPL118W,813
YCR003W,YPL173W,800
YCR003W,YPL183W-A,964
YCR003W,YBR146W,964
YCR003W,YBL038W,958
YCR003W,YGL129C,956
YCR003W,YHL004W,957
YCR003W,YDR337W,957
YCR003W,YGR215W,830
YCR003W,YNL306W,956
YCR003W,YLR312W-A,800
YCR003W,YCR046C,985
YCR003W,Q0140,800
YCR003W,YHR038W,825
YCR003W,YMR024W,962
YCR003W,YLR289W,816
YCR003W,YMR158W,896
YCR003W,YPR166C,956
YCR003W,YKL003C,964
YCR003W,YJR101W,820
YCR003W,YNL081C,896
YCR003W,YBL090W,830
YCR003W,YPL131W,825
YCR003W,YGR220C,964
YCR003W,YKL138C,806
YCR003W,YDR494W,800
YCR003W,YKL170W,896
YCR003W,YKR006C,800
YCR003W,YNR022C,800
YCR003W,YNL252C,964
YCR003W,YNL284C,955
YCR003W,YDR405W,962
YCR003W,YPL013C,964
YCR003W,YGR165W,819
YCR003W,YDR115W,958
YCR003W,YML025C,964
YCR003W,YDR296W,800
YCR003W,YNL137C,875
YCR003W,YDL045W-A,823
YCR003W,YBR282W,964
YCR003W,YDR036C,830
YCR003W,YGL068W,825
YCR003W,YNR036C,956
YCR003W,YLR439W,964
YCR003W,YIL093C,830
YCR003W,YOL127W,825
YCR003W,YBR268W,791
YCR003W,YGR076C,809
YCR003W,YHR059W,800
YCR003W,YNL178W,825
YCR003W,YBR122C,868
YCR003W,YNL185C,801
YCR003W,YGR084C,800
YCR003W,YNL122C,800
YCR003W,YDR175C,956
YCR003W,YDR237W,896
YCR003W,YMR188C,896
YCR003W,YML009C,964
YCR003W,YCR071C,958
YCR003W,YJL096W,819
YCR003W,YNL005C,987
YCR003W,YJL063C,964
YCR003W,YBR251W,956
YCR003W,YPR100W,956
YCR003W,YKL167C,793
YCR003W,YDR347W,820
YCR003W,YOR187W,825
YCR003W,YDR041W,956
YCR003W,YDR462W,964
YCR003W,YMR193W,964
YCR003W,YOL040C,825
YCR003W,YHR147C,896
YCR003W,YKR085C,830
YCR003W,YNL177C,964
YCR003W,YER050C,955
YCR003W,YMR286W,962
YCR003W,YJR113C,922
YCR004C,YDR032C,734
YCR004C,YBR052C,705
YCR009C,YDR388W,734
YCR009C,YMR232W,741
YCR016W,YLR175W,716
YCR020C-A,YBL026W,714
YCR020C-A,YPR051W,970
YCR020C-A,YEL053C,969
YCR020W-B,YLR321C,934
YCR020W-B,YHR056C,934
YCR020W-B,YMR091C,935
YCR020W-B,YDR225W,800
YCR020W-B,YMR033W,896
YCR020W-B,YBL006C,800
YCR020W-B,YCR052W,968
YCR020W-B,YDR303C,927
YCR020W-B,YFR037C,962
YCR020W-B,YNL030W,800
YCR020W-B,YNL031C,800
YCR020W-B,YBR010W,852
YCR020W-B,YPR034W,889
YCR020W-B,YKR008W,934
YCR020W-B,YBL003C,800
YCR020W-B,YBR009C,886
YCR020W-B,YGR275W,918
YCR020W-B,YLR357W,934
YCR020W-B,YML127W,938
YCR020W-B,YIL126W,967
YCR020W-B,YLR033W,967
YCR030C,YBL047C,740
YCR031C,YMR128W,823
YCR031C,YDR418W,907
YCR031C,YMR229C,923
YCR031C,YLR167W,942
YCR031C,YDL014W,921
YCR031C,YEL034W,878
YCR031C,YOL127W,942
YCR031C,YLR325C,942
YCR031C,YDL191W,874
YCR031C,YER127W,923
YCR031C,YPL237W,903
YCR031C,YGL123W,944
YCR031C,YLR409C,892
YCR031C,YJR094W-A,907
YCR031C,YLR441C,953
YCR031C,YGR095C,800
YCR031C,YGL103W,942
YCR031C,YPL226W,969
YCR031C,YNL135C,800
YCR031C,YGR173W,800
YCR031C,YER056C-A,875
YCR031C,YMR242C,907
YCR031C,YFR032C-A,922
YCR031C,YOL040C,942
YCR031C,YMR121C,874
YCR031C,YOL010W,920
YCR031C,YGL147C,907
YCR031C,YBR031W,907
YCR031C,YJR007W,949
YCR031C,YKL006W,907
YCR031C,YMR260C,922
YCR031C,YAL035W,894
YCR031C,YGL076C,875
YCR031C,YOR001W,871
YCR031C,YDL166C,748
YCR031C,YDR447C,874
YCR031C,YHR010W,907
YCR031C,YGR118W,924
YCR031C,YPL266W,873
YCR031C,YLR061W,907
YCR031C,YBR191W,907
YCR031C,YPL249C-A,874
YCR031C,YGL195W,869
YCR031C,YPR102C,907
YCR031C,YOL039W,835
YCR031C,YGR148C,874
YCR031C,YML093W,941
YCR031C,YCR047C,866
YCR031C,YOR096W,907
YCR031C,YOR056C,904
YCR031C,YDL075W,907
YCR031C,YLR192C,903
YCR031C,YHR081W,800
YCR031C,YGR214W,907
YCR031C,YNL023C,852
YCR031C,YJL190C,907
YCR031C,YOR369C,942
YCR031C,YKL099C,892
YCR031C,YLR150W,925
YCR031C,YFR031C-A,907
YCR031C,YOR298C-A,832
YCR031C,YGR090W,920
YCR031C,YPL198W,875
YCR031C,YLR287C-A,874
YCR031C,YBL004W,920
YCR031C,YLR264W,936
YCR031C,YGR027C,875
YCR031C,YKL180W,907
YCR031C,YOR361C,878
YCR031C,YOL121C,907
YCR031C,YMR143W,874
YCR031C,YLR129W,920
YCR031C,YPR041W,878
YCR031C,YHR069C,800
YCR031C,YGL189C,953
YCR031C,YJL069C,920
YCR031C,YJL177W,874
YCR031C,YEL026W,923
YCR031C,YDR385W,959
YCR031C,YNL132W,923
YCR031C,YIL018W,874
YCR031C,YER102W,874
YCR031C,YKR094C,872
YCR031C,YLL045C,874
YCR031C,YEL054C,874
YCR031C,YGL173C,852
YCR031C,YDR012W,874
YCR031C,YCR057C,966
YCR031C,YLR367W,874
YCR031C,YNL162W,835
YCR031C,YNL014W,790
YCR031C,YOR310C,923
YCR031C,YLR398C,860
YCR031C,YBL092W,942
YCR031C,YPL126W,892
YCR031C,YGL135W,875
YCR031C,YML026C,874
YCR031C,YMR194W,907
YCR031C,YLR051C,920
YCR031C,YOR063W,942
YCR031C,YNL302C,874
YCR031C,YMR146C,875
YCR031C,YLR388W,907
YCR031C,YDL133C-A,800
YCR031C,YHL015W,942
YCR031C,YNL178W,942
YCR031C,YLR344W,907
YCR031C,YGR158C,800
YCR031C,YGR128C,852
YCR031C,YOR078W,800
YCR031C,YJR002W,970
YCR031C,YDR025W,874
YCR031C,YLR222C,892
YCR031C,YGR034W,874
YCR031C,YPR137W,892
YCR031C,YGR169C-A,812
YCR031C,YOR293W,907
YCR031C,YNL301C,907
YCR031C,YDL081C,835
YCR031C,YDR280W,800
YCR031C,YLR075W,944
YCR031C,YCL059C,942
YCR031C,YEL057C,800
YCR031C,YML063W,936
YCR031C,YLR340W,942
YCR031C,YBR084C-A,874
YCR031C,YER025W,926
YCR031C,YHR141C,835
YCR031C,YKL156W,907
YCR031C,YJL136C,922
YCR031C,YIL133C,928
YCR031C,YOR133W,873
YCR031C,YIL019W,823
YCR031C,YLR197W,923
YCR031C,YMR309C,924
YCR031C,YNR024W,800
YCR031C,YJR123W,985
YCR031C,YDR429C,866
YCR031C,YPR132W,874
YCR031C,YNL001W,812
YCR031C,YGR085C,874
YCR031C,YLR185W,907
YCR031C,YDR299W,970
YCR031C,YOL021C,800
YCR031C,YOL142W,800
YCR031C,YER082C,892
YCR031C,YNL067W,874
YCR031C,YDL136W,907
YCR031C,YPR189W,852
YCR031C,YLR048W,874
YCR031C,YML073C,907
YCR031C,YIL127C,800
YCR031C,YDL111C,800
YCR031C,YOR312C,874
YCR031C,YLR448W,874
YCR031C,YBL027W,907
YCR031C,YOR167C,953
YCR031C,YPL090C,874
YCR031C,YKR084C,812
YCR031C,YDR064W,942
YCR031C,YJL050W,860
YCR031C,YBR189W,874
YCR031C,YBR079C,924
YCR031C,YHR021C,874
YCR031C,YGR145W,920
YCR031C,YHR148W,892
YCR031C,YBR048W,907
YCR031C,YDL060W,871
YCR031C,YDL083C,907
YCR031C,YHL001W,874
YCR031C,YDL148C,871
YCR031C,YOL120C,874
YCR031C,YPR144C,941
YCR031C,YDR324C,920
YCR031C,YPL143W,907
YCR031C,YDL153C,920
YCR031C,YKR060W,866
YCR031C,YMR116C,974
YCR031C,YDR339C,892
YCR031C,YGR195W,800
YCR031C,YER131W,953
YCR031C,YBL072C,907
YCR031C,YJL191W,800
YCR031C,YGL213C,800
YCR031C,YDR398W,920
YCR031C,YDL184C,800
YCR031C,YML024W,907
YCR031C,YPL220W,875
YCR031C,YDR091C,878
YCR031C,YDL082W,875
YCR031C,YDL061C,874
YCR031C,YBL087C,907
YCR031C,YJL109C,930
YCR031C,YLR249W,968
YCR031C,YHR196W,873
YCR031C,YPL081W,907
YCR031C,YDR450W,907
YCR031C,YCL031C,892
YCR031C,YER074W,875
YCR031C,YIL148W,872
YCR031C,YLR186W,892
YCR031C,YMR093W,892
YCR031C,YNL207W,949
YCR031C,YJR145C,875
YCR031C,YGL031C,907
YCR031C,YDR500C,874
YCR031C,YIL161W,800
YCR031C,YCR035C,800
YCR031C,YPL217C,971
YCR031C,YHR203C,875
YCR031C,YNL244C,873
YCR031C,YLL011W,920
YCR031C,YOR182C,874
YCR031C,YOR145C,969
YCR031C,YLR029C,912
YCR031C,YKL143W,951
YCR031C,YNL075W,892
YCR031C,YPL131W,945
YCR031C,YPR072W,800
YCR031C,YBR181C,907
YCR031C,YNL232W,820
YCR031C,YGL030W,942
YCR031C,YIL069C,875
YCR031C,YBR247C,971
YCR031C,YKR057W,879
YCR031C,YER117W,874
YCR031C,YDR449C,920
YCR031C,YPR043W,874
YCR031C,YJL189W,922
YCR031C,YHL033C,907
YCR031C,YIL052C,875
YCR033W,YDR155C,732
YCR033W,YGL194C,714
YCR033W,YIL112W,705
YCR033W,YBR103W,747
YCR033W,YKR029C,705
YCR033W,YOL068C,709
YCR033W,YMR273C,700
YCR034W,YJL196C,734
YCR035C,YGR128C,800
YCR035C,YJR145C,800
YCR035C,YNL132W,837
YCR035C,YER102W,800
YCR035C,YDR299W,800
YCR035C,YJL190C,800
YCR035C,YGR195W,988
YCR035C,YDR339C,800
YCR035C,YOR078W,800
YCR035C,YDL014W,800
YCR035C,YLR186W,800
YCR035C,YKR060W,800
YCR035C,YMR093W,800
YCR035C,YGR158C,986
YCR035C,YPR132W,800
YCR035C,YOR001W,972
YCR035C,YJL069C,800
YCR035C,YCR031C,800
YCR035C,YEL026W,800
YCR035C,YMR229C,840
YCR035C,YHR081W,957
YCR035C,YMR128W,833
YCR035C,YDR324C,800
YCR035C,YNR024W,944
YCR035C,YDL153C,837
YCR035C,YJR123W,800
YCR035C,YPL266W,800
YCR035C,YDL111C,992
YCR035C,YIL127C,800
YCR035C,YOR145C,800
YCR035C,YDR280W,972
YCR035C,YLL011W,800
YCR035C,YCR057C,800
YCR035C,YOR076C,977
YCR035C,YGR118W,800
YCR035C,YLR367W,800
YCR035C,YDR398W,800
YCR035C,YOL142W,988
YCR035C,YLR222C,800
YCR035C,YER082C,800
YCR035C,YKL099C,800
YCR035C,YPL217C,888
YCR035C,YPR137W,800
YCR035C,YHR203C,800
YCR035C,YDR025W,800
YCR035C,YJR002W,800
YCR035C,YBL072C,800
YCR035C,YOL021C,985
YCR035C,YIL069C,800
YCR035C,YML026C,800
YCR035C,YNL232W,972
YCR035C,YJL050W,929
YCR035C,YPL126W,800
YCR035C,YLR441C,800
YCR035C,YGR095C,992
YCR035C,YOR310C,800
YCR035C,YNL075W,800
YCR035C,YCL059C,860
YCR035C,YBL004W,800
YCR035C,YDR064W,800
YCR035C,YBR181C,800
YCR035C,YOR167C,800
YCR035C,YGR090W,837
YCR035C,YPL090C,800
YCR035C,YLR409C,800
YCR035C,YER074W,800
YCR035C,YOL010W,800
YCR035C,YPR144C,852
YCR035C,YHR069C,988
YCR035C,YIL019W,800
YCR035C,YLR197W,800
YCR035C,YLR051C,800
YCR035C,YDL083C,800
YCR035C,YCL031C,800
YCR035C,YDL148C,837
YCR035C,YOR096W,800
YCR035C,YPL081W,800
YCR035C,YKL156W,800
YCR035C,YGR145W,800
YCR035C,YDR449C,800
YCR035C,YLR129W,800
YCR035C,YHR148W,800
YCR035C,YBR048W,800
YCR035C,YML093W,872
YCR035C,YDR450W,800
YCR035C,YJL109C,860
YCR035C,YHR196W,837
YCR035C,YHR021C,800
YCR035C,YOL121C,800
YCR035C,YBR247C,872
YCR035C,YMR143W,800
YCR039C,YMR043W,900
YCR039C,YCR097W,900
YCR039C,YCL067C,900
YCR039C,YCR096C,900
YCR042C,YDR167W,908
YCR042C,YML098W,780
YCR042C,YPL129W,972
YCR042C,YDR145W,909
YCR042C,YER148W,909
YCR042C,YML114C,909
YCR042C,YGR274C,909
YCR042C,YML015C,909
YCR042C,YMR227C,855
YCR042C,YMR005W,905
YCR042C,YPL011C,734
YCR042C,YGL112C,909
YCR042C,YBR198C,909
YCR042C,YMR236W,909
YCR043C,YEL036C,706
YCR046C,YLR289W,816
YCR046C,YMR158W,896
YCR046C,YMR024W,987
YCR046C,YPR166C,964
