protein1,protein2,experimental
A0A1D8PIP5,Q5AA15,792
A0A1D8PIP6,Q5ADP6,787
A0A1D8PIP6,A0A1D8PPU7,778
A0A1D8PIR7,P84149,960
A0A1D8PIV7,A0A1D8PFZ8,832
A0A1D8PIV7,A0A1D8PFL7,832
A0A1D8PIV7,Q5A2A0,832
A0A1D8PIV7,A0A1D8PMQ4,832
A0A1D8PIV7,Q5AEB8,832
A0A1D8PIV7,Q59X29,832
A0A1D8PIV7,A0A1D8PC77,832
A0A1D8PIV7,A0A1D8PNA8,832
A0A1D8PIV7,A0A1D8PTY6,812
A0A1D8PIV7,Q5AJZ5,788
A0A1D8PIV7,Q59SD0,832
A0A1D8PIV7,A0A1D8PGA6,792
A0A1D8PIV7,A0A1D8PD15,832
A0A1D8PIV7,A0A1D8PSS4,784
A0A1D8PIV7,Q5A0L8,832
A0A1D8PIV7,A0A1D8PTV0,832
A0A1D8PIV7,A0A1D8PRH6,819
A0A1D8PIV7,A0A1D8PLW8,832
A0A1D8PIV7,A0A1D8PP77,817
A0A1D8PIV7,Q5A3L0,832
A0A1D8PIV7,Q5A6S2,832
A0A1D8PIV7,A0A1D8PI93,832
A0A1D8PIX3,Q5A0V9,753
A0A1D8PJ08,Q5AMN0,832
A0A1D8PJ20,Q5A6S2,832
A0A1D8PJ20,A0A1D8PP77,832
A0A1D8PJ20,A0A1D8PRH6,832
A0A1D8PJ20,A0A1D8PNC8,832
A0A1D8PJ20,Q5A0L8,832
A0A1D8PJ20,A0A1D8PSS4,832
A0A1D8PJ20,A0A1D8PK85,832
A0A1D8PJ20,Q5AJZ5,832
A0A1D8PJ20,A0A1D8PTY6,832
A0A1D8PJ20,Q59X29,814
A0A1D8PJ20,Q59PZ1,832
A0A1D8PJ20,Q59Z65,832
A0A1D8PJ20,Q5AEB8,832
A0A1D8PJ20,A0A1D8PRB6,832
A0A1D8PJ20,A0A1D8PQW1,832
A0A1D8PJ20,A0A1D8PLK1,832
A0A1D8PJ20,A0A1D8PFZ8,769
A0A1D8PJ20,A0A1D8PU67,832
A0A1D8PJ23,A0A1D8PG94,812
A0A1D8PJ23,Q5A6K5,729
A0A1D8PJ23,A0A1D8PCJ1,797
A0A1D8PJ23,Q5A3J1,732
A0A1D8PJ23,A0A1D8PRP6,729
A0A1D8PJ23,A0A1D8PN49,827
A0A1D8PJ23,A0A1D8PQQ9,782
A0A1D8PJ23,Q5AHY8,785
A0A1D8PJ23,Q59QC1,729
A0A1D8PJ23,A0A1D8PLT6,729
A0A1D8PJ23,Q59RP7,798
A0A1D8PJ23,A0A1D8PRG0,729
A0A1D8PJ23,Q59X93,732
A0A1D8PJ23,Q5A8Y6,729
A0A1D8PJ23,A0A1D8PM86,785
A0A1D8PJ23,Q59RQ4,794
A0A1D8PJ23,A0A1D8PKF3,736
A0A1D8PJ23,Q5A798,729
A0A1D8PJ43,A0A1D8PF50,747
A0A1D8PJ43,Q59Y40,747
A0A1D8PJ43,A0A1D8PRE0,747
A0A1D8PJ43,A0A1D8PI20,747
A0A1D8PJ43,A0A1D8PHX2,832
A0A1D8PJ43,A0A1D8PGP2,747
A0A1D8PJ43,Q5A6P2,747
A0A1D8PJ43,A0A1D8PU59,747
A0A1D8PJ43,Q59UH8,747
A0A1D8PJ43,A0A1D8PJD3,780
A0A1D8PJ43,Q5A7Q9,747
A0A1D8PJ43,A0A1D8PFZ9,747
A0A1D8PJ43,A0A1D8PF14,747
A0A1D8PJ43,A0A1D8PRE8,747
A0A1D8PJ43,A0A1D8PNG5,747
A0A1D8PJ43,Q59S06,747
A0A1D8PJ43,Q59MK3,747
A0A1D8PJ43,A0A1D8PL04,747
A0A1D8PJ43,Q5ACL9,747
A0A1D8PJ43,A0A1D8PJ54,747
A0A1D8PJ43,Q5AFB9,747
A0A1D8PJ43,Q59W63,781
A0A1D8PJ43,Q59ZX6,747
A0A1D8PJ43,Q5APD0,747
A0A1D8PJ43,Q59X74,747
A0A1D8PJ43,A0A1D8PRP4,747
A0A1D8PJ43,A0A1D8PKG5,747
A0A1D8PJ43,A0A1D8PPE0,786
A0A1D8PJ43,A0A1D8PRJ5,747
A0A1D8PJ43,Q5A756,747
A0A1D8PJ43,A0A1D8PU46,780
A0A1D8PJ43,Q5A0H6,747
A0A1D8PJ43,A0A1D8PGM4,747
A0A1D8PJ43,Q5AG43,747
A0A1D8PJ43,Q5ANL6,747
A0A1D8PJ43,A0A1D8PDU3,792
A0A1D8PJ43,Q5A213,747
A0A1D8PJ43,A0A1D8PLN1,747
A0A1D8PJ54,A0A1D8PRE0,747
A0A1D8PJ54,A0A1D8PHX2,747
A0A1D8PJ54,A0A1D8PGP2,747
A0A1D8PJ54,Q5A6P2,783
A0A1D8PJ54,A0A1D8PI20,747
A0A1D8PJ54,A0A1D8PJD3,780
A0A1D8PJ54,A0A1D8PF14,747
A0A1D8PJ54,A0A1D8PNG5,747
A0A1D8PJ54,Q59S06,799
A0A1D8PJ54,Q5APD0,747
A0A1D8PJ54,Q59X74,747
A0A1D8PJ54,Q5ACL9,747
A0A1D8PJ54,Q5AFB9,747
A0A1D8PJ54,Q59W63,747
A0A1D8PJ54,Q59ZX6,783
A0A1D8PJ54,Q5A756,747
A0A1D8PJ54,A0A1D8PGM4,802
A0A1D8PJ54,Q5A213,747
A0A1D8PJ54,A0A1D8PJ43,747
A0A1D8PJ73,Q9B8D6,832
A0A1D8PJ73,A0A1D8PRX9,832
A0A1D8PJ73,Q9B8C8,832
A0A1D8PJ73,Q9B8D1,832
A0A1D8PJ73,A0A1D8PEJ9,832
A0A1D8PJ73,Q9B8C9,832
A0A1D8PJ73,A0A1D8PJA6,832
A0A1D8PJ73,A0A1D8PE69,832
A0A1D8PJ73,A0A1D8PQU3,832
A0A1D8PJ73,A0A1D8PEH4,832
A0A1D8PJ73,Q9B8D2,809
A0A1D8PJ73,Q59TD5,832
A0A1D8PJ73,Q5ABD5,832
A0A1D8PJ73,Q5AH07,832
A0A1D8PJ73,A0A1D8PCD3,832
A0A1D8PJ73,A0A1D8PHY0,832
A0A1D8PJ73,Q5A222,832
A0A1D8PJ73,A0A1D8PPZ0,832
A0A1D8PJ73,Q5ADP7,832
A0A1D8PJ73,A0A1D8PDI3,832
A0A1D8PJ73,Q5AJG7,832
A0A1D8PJ73,Q59Y38,832
A0A1D8PJ73,A0A1D8PG37,832
A0A1D8PJ73,A0A1D8PU51,832
A0A1D8PJ80,Q59Q44,719
A0A1D8PJ80,Q5ADN1,808
A0A1D8PJA6,A0A1D8PDI3,832
A0A1D8PJA6,Q5ADP7,832
A0A1D8PJA6,Q5AJG7,832
A0A1D8PJA6,Q59Y38,832
A0A1D8PJA6,A0A1D8PG37,832
A0A1D8PJA6,A0A1D8PU51,832
A0A1D8PJA6,A0A1D8PHA3,794
A0A1D8PJA6,A0A1D8PJX3,832
A0A1D8PJA6,Q5A222,832
A0A1D8PJA6,A0A1D8PPZ0,832
A0A1D8PJA6,Q5AH07,832
A0A1D8PJA6,Q5ABD5,832
A0A1D8PJA6,A0A1D8PCD3,832
A0A1D8PJA6,A0A1D8PHY0,832
A0A1D8PJA6,Q9B8D2,832
A0A1D8PJA6,A0A1D8PQU3,832
A0A1D8PJA6,A0A1D8PEH4,832
A0A1D8PJA6,Q59TD5,832
A0A1D8PJA6,A0A1D8PJ73,832
A0A1D8PJA6,A0A1D8PE69,832
A0A1D8PJA6,Q9B8C9,832
A0A1D8PJA6,Q9B8D6,832
A0A1D8PJA6,Q9B8C8,832
A0A1D8PJA6,A0A1D8PRX9,832
A0A1D8PJA6,Q9B8D1,832
A0A1D8PJA6,A0A1D8PEJ9,832
A0A1D8PJB0,A0A1D8PPV5,832
A0A1D8PJB0,A0A1D8PMT6,832
A0A1D8PJD1,A0A1D8PQT2,832
A0A1D8PJD3,Q5A6P2,715
A0A1D8PJD3,A0A1D8PGP2,780
A0A1D8PJD3,A0A1D8PI20,747
A0A1D8PJD3,Q59Y40,824
A0A1D8PJD3,A0A1D8PRE0,702
A0A1D8PJD3,Q59S06,747
A0A1D8PJD3,A0A1D8PF14,747
A0A1D8PJD3,A0A1D8PFZ9,780
A0A1D8PJD3,A0A1D8PRE8,715
A0A1D8PJD3,Q5A0V9,869
A0A1D8PJD3,A0A1D8PU59,832
A0A1D8PJD3,A0A1D8PRJ5,821
A0A1D8PJD3,Q5APD0,747
A0A1D8PJD3,Q59X74,702
A0A1D8PJD3,A0A1D8PJ54,780
A0A1D8PJD3,Q5ACL9,747
A0A1D8PJD3,Q59W63,747
A0A1D8PJD3,Q59ZX6,780
A0A1D8PJD3,Q5AFB9,832
A0A1D8PJD3,Q5A213,782
A0A1D8PJD3,A0A1D8PJ43,780
A0A1D8PJD3,A0A1D8PLN1,715
A0A1D8PJD3,Q5ANL6,799
A0A1D8PJD3,Q5A0H6,747
A0A1D8PJD3,A0A1D8PGM4,747
A0A1D8PJD3,A0A1D8PTY4,921
A0A1D8PJE3,Q5AMM9,832
A0A1D8PJE8,A0A1D8PI59,725
A0A1D8PJE8,A0A1D8PMC8,832
A0A1D8PJF9,A0A1D8PLB7,786
A0A1D8PJK7,A0A1D8PU88,832
A0A1D8PJK7,A0A1D8PSI8,832
A0A1D8PJK7,A0A1D8PMS8,832
A0A1D8PJM0,A0A1D8PKX2,781
A0A1D8PJM0,Q59P51,785
A0A1D8PJN1,Q59WJ4,821
A0A1D8PJN1,A0A1D8PQP8,779
A0A1D8PJN1,Q5AFT3,832
A0A1D8PJN1,Q59P50,801
A0A1D8PJP6,P25997,921
A0A1D8PJP6,A0A1D8PTY4,921
A0A1D8PJR5,Q5AIA4,820
A0A1D8PJR5,Q5A319,832
A0A1D8PJS2,A0A1D8PEH4,751
A0A1D8PJS2,Q5AH07,783
A0A1D8PJS2,Q9B8C8,832
A0A1D8PJS7,Q5AB94,832
A0A1D8PJS7,Q59T42,832
A0A1D8PJT8,A0A1D8PJX3,833
A0A1D8PJT8,Q5ABS1,814
A0A1D8PJT8,A0A1D8PP59,814
A0A1D8PJT8,A0A1D8PHA3,920
A0A1D8PJT8,P0C8L0,809
A0A1D8PJT8,A0A1D8PHA2,911
A0A1D8PJT8,A0A1D8PLP3,814
A0A1D8PJT8,P83782,824
A0A1D8PJX3,A0A1D8PP59,941
A0A1D8PJX3,Q5ABS1,925
A0A1D8PJX3,Q5ALV5,823
A0A1D8PJX3,Q5ALV9,826
A0A1D8PJX3,A0A1D8PJA6,832
A0A1D8PJX3,A0A1D8PHA3,953
A0A1D8PJX3,A0A1D8PU51,782
A0A1D8PJX3,A0A1D8PG37,727
A0A1D8PJX3,Q59TD5,801
A0A1D8PJX3,Q5AJG7,832
A0A1D8PJX3,Q9B8D8,832
A0A1D8PJX3,A0A1D8PEH4,779
A0A1D8PJX3,A0A1D8PQU3,784
A0A1D8PJX3,P83782,925
A0A1D8PJX3,A0A1D8PHJ3,798
A0A1D8PJX3,A0A1D8PLP3,953
A0A1D8PJX3,A0A1D8PH08,832
A0A1D8PJX3,Q9B1P9,832
A0A1D8PJX3,A0A1D8PCD3,794
A0A1D8PJX3,Q5ABD5,728
A0A1D8PJX3,A0A1D8PQD5,832
A0A1D8PJX3,P0C8L0,953
A0A1D8PJX3,Q5APK5,789
A0A1D8PJX3,P0C8K9,832
A0A1D8PJX3,A0A1D8PJT8,833
A0A1D8PJX3,A0A1D8PHA2,953
A0A1D8PK00,P87220,832
A0A1D8PK00,Q59U85,832
A0A1D8PK00,A0A1D8PFL8,832
A0A1D8PK00,A0A1D8PSX0,832
A0A1D8PK00,Q5AJB1,832
A0A1D8PK00,A0A1D8PKX3,832
A0A1D8PK00,Q5A2U9,832
A0A1D8PK00,A0A1D8PS38,832
A0A1D8PK22,Q5A5P8,832
A0A1D8PK22,A0A1D8PCQ5,925
A0A1D8PK22,A0A1D8PH21,925
A0A1D8PK22,A0A1D8PM41,925
A0A1D8PK22,A0A1D8PPT5,925
A0A1D8PK22,A0A1D8PQR2,832
A0A1D8PK22,Q5ANA1,861
A0A1D8PK22,Q5A900,925
A0A1D8PK22,Q59T44,925
A0A1D8PK22,A0A1D8PK61,861
A0A1D8PK22,A0A1D8PDL6,925
A0A1D8PK22,A0A1D8PG16,925
A0A1D8PK22,Q59RQ4,832
A0A1D8PK22,A0A1D8PM75,925
A0A1D8PK22,A0A1D8PKF3,832
A0A1D8PK22,P0CU35,861
A0A1D8PK22,A0A1D8PL99,925
A0A1D8PK22,A0A1D8PL68,861
A0A1D8PK22,A0A1D8PEV4,833
A0A1D8PK22,A0A1D8PCX8,925
A0A1D8PK22,Q5AJF7,832
A0A1D8PK22,Q5AGF6,832
A0A1D8PK22,Q5AB87,925
A0A1D8PK22,Q5ALV6,925
A0A1D8PK22,Q96W54,861
A0A1D8PK22,O94083,832
A0A1D8PK22,Q5A4Z9,832
A0A1D8PK22,Q5A0M4,832
A0A1D8PK22,Q9UVJ4,832
A0A1D8PK22,Q59TE0,925
A0A1D8PK22,Q5A389,925
A0A1D8PK22,A0A1D8PFV1,925
A0A1D8PK22,Q5AGZ7,925
A0A1D8PK22,A0A1D8PGY0,925
A0A1D8PK22,A0A1D8PRG0,832
A0A1D8PK22,A0A1D8PF08,925
A0A1D8PK22,A0A1D8PDT4,925
A0A1D8PK22,A0A1D8PHF5,925
A0A1D8PK22,Q59LS1,925
A0A1D8PK22,Q5AEN2,925
A0A1D8PK22,A0A1D8PPS1,925
A0A1D8PK22,A0A1D8PSC5,925
A0A1D8PK22,A0A1D8PDU3,925
A0A1D8PK22,A0A1D8PQQ5,925
A0A1D8PK22,Q5A7K0,925
A0A1D8PK22,A0A1D8PSV5,925
A0A1D8PK22,A0A1D8PCI6,861
A0A1D8PK22,A0A1D8PP14,925
A0A1D8PK22,O59931,925
A0A1D8PK22,A0A1D8PDZ1,925
A0A1D8PK22,A0A1D8PI15,925
A0A1D8PK22,A0A1D8PCG7,925
A0A1D8PK22,A0A1D8PQN0,925
A0A1D8PK22,A0A1D8PLC9,925
A0A1D8PK22,A0A1D8PHW1,925
A0A1D8PK22,A0A1D8PN83,925
A0A1D8PK22,P83774,925
A0A1D8PK22,A0A1D8PFG4,925
A0A1D8PK22,A0A1D8PEY9,925
A0A1D8PK22,P25997,921
A0A1D8PK22,Q5A6A1,925
A0A1D8PK22,Q5AJ93,925
A0A1D8PK22,Q59VH3,832
A0A1D8PK22,A0A1D8PSK2,925
A0A1D8PK22,Q5ADQ6,925
A0A1D8PK22,A0A1D8PGY8,925
A0A1D8PK22,O42817,925
A0A1D8PK22,A0A1D8PK40,925
A0A1D8PK22,Q5A109,925
A0A1D8PK22,Q5A6R1,925
A0A1D8PK22,Q5A6K5,832
A0A1D8PK22,A0A1D8PPE0,925
A0A1D8PK22,A0A1D8PTR4,925
A0A1D8PK22,A0A1D8PK30,925
A0A1D8PK22,A0A1D8PNQ6,925
A0A1D8PK22,O94150,832
A0A1D8PK22,A0A1D8PK71,816
A0A1D8PK22,A0A1D8PFL9,925
A0A1D8PK22,Q5ABC3,797
A0A1D8PK22,A0A1D8PTI7,861
A0A1D8PK22,Q5AHG8,832
A0A1D8PK22,A0A1D8PCW6,925
A0A1D8PK22,A0A1D8PPN6,925
A0A1D8PK22,A0A1D8PK43,925
A0A1D8PK22,P40910,925
A0A1D8PK22,Q5AIB8,925
A0A1D8PK22,A0A1D8PQS0,832
A0A1D8PK22,A0A1D8PHH4,925
A0A1D8PK22,Q5AG43,925
A0A1D8PK22,A0A1D8PDT3,925
A0A1D8PK22,A0A1D8PN49,832
A0A1D8PK22,A0A1D8PF45,925
A0A1D8PK22,A0A1D8PF57,861
A0A1D8PK22,A0A1D8PTY4,921
A0A1D8PK28,A0A1D8PP73,832
A0A1D8PK28,A0A1D8PE62,832
A0A1D8PK28,A0A1D8PML0,832
A0A1D8PK30,O94083,832
A0A1D8PK30,Q5A6S7,795
A0A1D8PK30,Q5A0M4,830
A0A1D8PK30,Q5A4Z9,832
A0A1D8PK30,Q9UVJ4,832
A0A1D8PK30,Q5A389,925
A0A1D8PK30,Q59SI1,797
A0A1D8PK30,A0A1D8PPS1,925
A0A1D8PK30,A0A1D8PSC5,925
A0A1D8PK30,Q5A7K0,925
A0A1D8PK30,Q59Z25,789
A0A1D8PK30,A0A1D8PCQ5,925
A0A1D8PK30,A0A1D8PM41,925
A0A1D8PK30,Q5A900,925
A0A1D8PK30,A0A1D8PG16,925
A0A1D8PK30,A0A1D8PKF3,832
A0A1D8PK30,P0CU35,861
A0A1D8PK30,A0A1D8PL99,925
A0A1D8PK30,Q59L13,832
A0A1D8PK30,Q5AB87,925
A0A1D8PK30,Q5ALV6,925
A0A1D8PK30,Q96W54,861
A0A1D8PK30,O42817,925
A0A1D8PK30,Q5A6K5,832
A0A1D8PK30,A0A1D8PTR4,925
A0A1D8PK30,A0A1D8PNQ6,925
A0A1D8PK30,A0A1D8PFL9,925
A0A1D8PK30,Q5ABC3,791
A0A1D8PK30,O94150,832
A0A1D8PK30,A0A1D8PCW6,925
A0A1D8PK30,Q5AIB8,925
A0A1D8PK30,P40910,925
A0A1D8PK30,A0A1D8PHH4,925
A0A1D8PK30,Q5AG43,925
A0A1D8PK30,A0A1D8PQS0,832
A0A1D8PK30,A0A1D8PN49,832
A0A1D8PK30,A0A1D8PF45,925
A0A1D8PK30,A0A1D8PTY4,921
A0A1D8PK30,A0A1D8PSV5,925
A0A1D8PK30,A0A1D8PP14,925
A0A1D8PK30,A0A1D8PK22,925
A0A1D8PK30,A0A1D8PDZ1,925
A0A1D8PK30,A0A1D8PI15,925
A0A1D8PK30,A0A1D8PQN0,925
A0A1D8PK30,A0A1D8PHW1,925
A0A1D8PK30,Q5A6A1,925
A0A1D8PK30,Q59VH3,832
A0A1D8PK30,Q5A885,822
A0A1D8PK30,Q59TE0,925
A0A1D8PK30,Q5AGZ7,925
A0A1D8PK30,A0A1D8PFV1,925
A0A1D8PK30,A0A1D8PRG0,832
A0A1D8PK30,A0A1D8PGY0,925
A0A1D8PK30,A0A1D8PF08,925
A0A1D8PK30,A0A1D8PDT4,925
A0A1D8PK30,A0A1D8PHF5,925
A0A1D8PK30,Q59LS1,925
A0A1D8PK30,Q5AEN2,925
A0A1D8PK30,A0A1D8PDU3,925
A0A1D8PK30,A0A1D8PQQ5,925
A0A1D8PK30,A0A1D8PH21,925
A0A1D8PK30,A0A1D8PPT5,925
A0A1D8PK30,A0A1D8PQR2,832
A0A1D8PK30,Q5ANA1,861
A0A1D8PK30,Q59T44,925
A0A1D8PK30,A0A1D8PDL6,925
A0A1D8PK30,A0A1D8PK61,861
A0A1D8PK30,Q59RQ4,832
A0A1D8PK30,A0A1D8PM75,925
A0A1D8PK30,A0A1D8PL68,861
A0A1D8PK30,A0A1D8PEV4,833
A0A1D8PK30,A0A1D8PCX8,925
A0A1D8PK30,Q5AJF7,832
A0A1D8PK30,A0A1D8PGY8,925
A0A1D8PK30,A0A1D8PK40,925
A0A1D8PK30,Q5A109,925
A0A1D8PK30,Q5A6R1,925
A0A1D8PK30,A0A1D8PPE0,925
A0A1D8PK30,A0A1D8PK71,800
A0A1D8PK30,A0A1D8PTI7,861
A0A1D8PK30,Q5AHG8,832
A0A1D8PK30,A0A1D8PPN6,925
A0A1D8PK30,A0A1D8PK43,925
A0A1D8PK30,A0A1D8PDT3,925
A0A1D8PK30,A0A1D8PF57,861
A0A1D8PK30,A0A1D8PCI6,861
A0A1D8PK30,O59931,925
A0A1D8PK30,A0A1D8PCG7,925
A0A1D8PK30,A0A1D8PLC9,925
A0A1D8PK30,A0A1D8PN83,890
A0A1D8PK30,P83774,925
A0A1D8PK30,A0A1D8PFG4,925
A0A1D8PK30,A0A1D8PEY9,925
A0A1D8PK30,P25997,921
A0A1D8PK30,Q5AJ93,925
A0A1D8PK30,A0A1D8PSK2,925
A0A1D8PK30,Q5ADQ6,925
A0A1D8PK40,A0A1D8PHF5,925
A0A1D8PK40,Q59SI1,783
A0A1D8PK40,Q5AEN2,925
A0A1D8PK40,Q59LS1,925
A0A1D8PK40,A0A1D8PDU3,925
A0A1D8PK40,A0A1D8PSC5,925
A0A1D8PK40,A0A1D8PPS1,925
A0A1D8PK40,A0A1D8PQQ5,925
A0A1D8PK40,Q5A7K0,925
A0A1D8PK40,Q9UVJ4,832
A0A1D8PK40,Q5A0M4,832
A0A1D8PK40,Q59TE0,925
A0A1D8PK40,A0A1D8PGY0,925
A0A1D8PK40,Q5AGZ7,925
A0A1D8PK40,A0A1D8PFV1,925
A0A1D8PK40,Q5A389,925
A0A1D8PK40,A0A1D8PF08,925
A0A1D8PK40,A0A1D8PDT4,925
A0A1D8PK40,P0CU35,861
A0A1D8PK40,A0A1D8PL68,861
A0A1D8PK40,A0A1D8PL99,925
A0A1D8PK40,A0A1D8PEV4,833
A0A1D8PK40,Q5AJF7,832
A0A1D8PK40,Q59L13,832
A0A1D8PK40,A0A1D8PCX8,925
A0A1D8PK40,Q5AB87,925
A0A1D8PK40,Q96W54,861
A0A1D8PK40,Q5ALV6,925
A0A1D8PK40,A0A1D8PH21,925
A0A1D8PK40,A0A1D8PCQ5,925
A0A1D8PK40,Q5A900,925
A0A1D8PK40,Q5ANA1,861
A0A1D8PK40,A0A1D8PPT5,925
A0A1D8PK40,A0A1D8PM41,925
A0A1D8PK40,A0A1D8PDL6,925
A0A1D8PK40,A0A1D8PK61,861
A0A1D8PK40,Q59T44,925
A0A1D8PK40,A0A1D8PG16,925
A0A1D8PK40,A0A1D8PM75,925
A0A1D8PK40,A0A1D8PTI7,861
A0A1D8PK40,A0A1D8PPN6,925
A0A1D8PK40,A0A1D8PCW6,925
A0A1D8PK40,Q5AIB8,925
A0A1D8PK40,P40910,925
A0A1D8PK40,A0A1D8PK43,925
A0A1D8PK40,A0A1D8PHH4,925
A0A1D8PK40,Q5AG43,925
A0A1D8PK40,A0A1D8PQS0,832
A0A1D8PK40,A0A1D8PDT3,925
A0A1D8PK40,A0A1D8PF57,861
A0A1D8PK40,A0A1D8PF45,925
A0A1D8PK40,A0A1D8PTY4,921
A0A1D8PK40,O42817,925
A0A1D8PK40,A0A1D8PGY8,925
A0A1D8PK40,Q5A109,925
A0A1D8PK40,Q5A6R1,925
A0A1D8PK40,A0A1D8PPE0,925
A0A1D8PK40,A0A1D8PTR4,925
A0A1D8PK40,A0A1D8PK30,925
A0A1D8PK40,A0A1D8PNQ6,925
A0A1D8PK40,A0A1D8PFL9,925
A0A1D8PK40,A0A1D8PK71,800
A0A1D8PK40,P83774,925
A0A1D8PK40,A0A1D8PEY9,925
A0A1D8PK40,A0A1D8PFG4,925
A0A1D8PK40,P25997,921
A0A1D8PK40,Q5A6A1,925
A0A1D8PK40,A0A1D8PSK2,925
A0A1D8PK40,Q5AJ93,925
A0A1D8PK40,Q5ADQ6,925
A0A1D8PK40,A0A1D8PSV5,925
A0A1D8PK40,A0A1D8PP14,925
A0A1D8PK40,A0A1D8PCI6,861
A0A1D8PK40,A0A1D8PK22,925
A0A1D8PK40,A0A1D8PDZ1,925
A0A1D8PK40,O59931,925
A0A1D8PK40,A0A1D8PCG7,925
A0A1D8PK40,A0A1D8PI15,925
A0A1D8PK40,A0A1D8PLC9,925
A0A1D8PK40,A0A1D8PQN0,925
A0A1D8PK40,A0A1D8PN83,890
A0A1D8PK40,A0A1D8PHW1,925
A0A1D8PK43,Q5A6A1,925
A0A1D8PK43,P25997,921
A0A1D8PK43,A0A1D8PFG4,925
A0A1D8PK43,A0A1D8PEY9,925
A0A1D8PK43,P83774,925
A0A1D8PK43,Q5ADQ6,925
A0A1D8PK43,Q5AJ93,925
A0A1D8PK43,A0A1D8PSK2,925
A0A1D8PK43,A0A1D8PK22,925
A0A1D8PK43,A0A1D8PCI6,861
A0A1D8PK43,A0A1D8PP14,925
A0A1D8PK43,A0A1D8PSV5,925
A0A1D8PK43,A0A1D8PHW1,925
A0A1D8PK43,A0A1D8PN83,890
A0A1D8PK43,A0A1D8PQN0,925
A0A1D8PK43,A0A1D8PLC9,925
A0A1D8PK43,A0A1D8PI15,925
A0A1D8PK43,A0A1D8PCG7,925
A0A1D8PK43,O59931,925
A0A1D8PK43,A0A1D8PDZ1,925
A0A1D8PK43,Q5AIB8,925
A0A1D8PK43,P40910,925
A0A1D8PK43,A0A1D8PCW6,925
A0A1D8PK43,A0A1D8PPN6,925
A0A1D8PK43,A0A1D8PTI7,861
A0A1D8PK43,A0A1D8PTY4,921
A0A1D8PK43,A0A1D8PF45,925
A0A1D8PK43,A0A1D8PF57,861
A0A1D8PK43,A0A1D8PDT3,925
A0A1D8PK43,A0A1D8PQS0,832
A0A1D8PK43,A0A1D8PHH4,925
A0A1D8PK43,Q5AG43,925
A0A1D8PK43,A0A1D8PPE0,925
A0A1D8PK43,Q5A6R1,925
A0A1D8PK43,A0A1D8PK40,925
A0A1D8PK43,Q5A109,925
A0A1D8PK43,A0A1D8PGY8,925
A0A1D8PK43,O42817,925
A0A1D8PK43,A0A1D8PK71,816
A0A1D8PK43,A0A1D8PFL9,925
A0A1D8PK43,A0A1D8PNQ6,925
A0A1D8PK43,A0A1D8PK30,925
A0A1D8PK43,A0A1D8PTR4,925
A0A1D8PK43,A0A1D8PEV4,833
A0A1D8PK43,A0A1D8PL99,925
A0A1D8PK43,A0A1D8PL68,861
A0A1D8PK43,P0CU35,861
A0A1D8PK43,Q5ALV6,925
A0A1D8PK43,Q96W54,861
A0A1D8PK43,Q5AB87,925
A0A1D8PK43,Q59L13,798
A0A1D8PK43,A0A1D8PCX8,925
A0A1D8PK43,Q5AJF7,832
A0A1D8PK43,Q59T44,925
A0A1D8PK43,A0A1D8PK61,861
A0A1D8PK43,A0A1D8PDL6,925
A0A1D8PK43,A0A1D8PM41,925
A0A1D8PK43,A0A1D8PPT5,925
A0A1D8PK43,Q5ANA1,861
A0A1D8PK43,Q5A900,925
A0A1D8PK43,A0A1D8PCQ5,925
A0A1D8PK43,A0A1D8PH21,925
A0A1D8PK43,A0A1D8PM75,925
A0A1D8PK43,A0A1D8PG16,925
A0A1D8PK43,A0A1D8PPS1,925
A0A1D8PK43,A0A1D8PSC5,925
A0A1D8PK43,A0A1D8PDU3,925
A0A1D8PK43,Q59LS1,925
A0A1D8PK43,Q5AEN2,925
A0A1D8PK43,Q59SI1,797
A0A1D8PK43,A0A1D8PHF5,925
A0A1D8PK43,Q5A7K0,925
A0A1D8PK43,A0A1D8PQQ5,925
A0A1D8PK43,Q5A0M4,832
A0A1D8PK43,Q9UVJ4,832
A0A1D8PK43,A0A1D8PDT4,925
A0A1D8PK43,A0A1D8PF08,925
A0A1D8PK43,Q5A389,925
A0A1D8PK43,Q5AGZ7,925
A0A1D8PK43,A0A1D8PFV1,925
A0A1D8PK43,A0A1D8PGY0,925
A0A1D8PK43,Q59TE0,925
A0A1D8PK48,Q59VX1,810
A0A1D8PK48,Q5A435,814
A0A1D8PK48,Q5AA13,824
A0A1D8PK48,A0A1D8PF30,801
A0A1D8PK61,Q59TE0,861
A0A1D8PK61,A0A1D8PFV1,861
A0A1D8PK61,Q5AGZ7,861
A0A1D8PK61,Q5A389,861
A0A1D8PK61,A0A1D8PGY0,861
A0A1D8PK61,A0A1D8PF08,861
A0A1D8PK61,A0A1D8PDT4,861
A0A1D8PK61,A0A1D8PQQ5,861
A0A1D8PK61,Q5A7K0,861
A0A1D8PK61,A0A1D8PHF5,861
A0A1D8PK61,Q59LS1,861
A0A1D8PK61,Q5AEN2,861
A0A1D8PK61,A0A1D8PPS1,861
A0A1D8PK61,A0A1D8PDU3,861
A0A1D8PK61,A0A1D8PSC5,861
A0A1D8PK61,A0A1D8PG16,861
A0A1D8PK61,A0A1D8PM75,861
A0A1D8PK61,A0A1D8PCQ5,861
A0A1D8PK61,A0A1D8PH21,861
